0.058909,3.38285,-2.67739
0.615211,2.87537,-4.95143
1.5642,0.0177162,-6.83873
1.39662,-4.72263,-1.26047
0.509141,3.62492,-5.17063
-0.202636,2.12084,-0.107656
2.017,-1.4477,-7.63731
1.1153,-0.768023,-3.80848
-0.605284,4.75213,-0.725713
0.694268,-1.85257,-0.618768
0.19782,0.0129121,-0.00201161
-0.751689,7.33278,-2.57433
1.39215,1.59614,-7.55689
1.17892,2.02269,-6.91727
0.599236,-0.76303,-1.23315
0.354389,0.0796721,-0.851617
0.389441,0.512668,-1.45987
0.233644,0.420938,-0.58916
-0.540971,6.80827,-3.10342
0.906846,1.58637,-5.12061
1.56447,-1.73482,-5.08754
0.102588,5.97105,-5.48399
0.637542,-0.635109,-1.5526
1.02799,-2.27397,-1.866
0.404775,1.67236,-2.69623
1.92248,0.929295,-9.54169
1.25707,-1.92624,-3.35913
0.0784313,6.49686,-5.88902
1.08525,-2.60342,-1.8228
0.757694,1.84114,-4.6296
0.398283,0.0480164,-1.03943
0.281091,0.287337,-0.692793
0.891476,-1.58861,-1.86877
0.518399,-1.05495,-0.537044
1.66619,-7.13771,-0.193226
0.427706,2.13982,-3.27835
1.33365,-2.37519,-3.29305
1.95327,-4.96301,-3.80334
0.665044,1.51901,-3.84423
-0.28298,2.6598,-0.244895
0.211583,3.38711,-3.44503
0.35261,-0.379322,-0.383728
0.180832,0.0708243,0.0250143
0.0586514,0.823222,-0.116479
1.60269,-2.37357,-4.63986
1.26829,2.47879,-7.82022
0.319827,0.915641,-1.51477
-1.05068,8.80714,-2.55375
0.316498,-0.0511194,-0.531369
1.18938,-4.28627,-0.660618
-0.110417,5.82124,-4.26915
0.115038,0.780821,-0.356013
0.306245,-0.362616,-0.16861
0.21529,5.29283,-5.36928
1.66021,-0.462154,-6.8389
0.607156,-1.93628,-0.0995024
0.901867,-2.08367,-1.42567
0.397257,-0.458662,-0.527621
0.732906,-1.21064,-1.45389
1.78671,-5.10097,-2.83259
0.16597,5.34468,-5.17453
1.07752,-0.554393,-3.83322
-0.318511,3.37549,-0.782934
1.13854,-1.70648,-2.98624
1.07541,-0.892676,-3.48439
0.0720345,1.69167,-1.05184
1.77742,-6.00617,-1.88094
0.84782,-1.40789,-1.83121
0.193373,0.170845,-0.137711
-0.137784,1.65541,0.0335117
0.188241,0.179254,-0.120457
2.49129,-3.28158,-8.17485
1.88575,-3.58911,-4.83963
-0.889938,5.52803,-0.0783369
0.0704617,1.36003,-0.712343
1.72072,-4.75065,-2.85297
-0.579118,5.77171,-1.87612
-1.32851,8.07261,-0.430078
-0.330986,3.02407,-0.369136
1.15442,-2.89162,-1.88049
0.716896,5.58406,-8.16854
1.33152,1.79167,-7.44929
0.883554,3.97989,-7.39766
0.908295,-3.33647,-0.205
0.162664,0.237681,-0.0510001
1.26473,0.459978,-5.78361
2.11603,-8.4499,-1.13023
0.793374,0.251589,-3.21846
1.10369,0.369109,-4.88756
-0.231554,3.24331,-1.08554
0.23123,0.336875,-0.493023
-0.611438,5.32847,-1.27128
0.747722,4.85128,-7.58989
1.76021,-2.19025,-5.61079
1.67528,-4.10773,-3.26867
-1.50956,8.77317,-0.225358
1.07327,0.965641,-5.332
0.306584,1.0263,-1.55922
1.85236,-1.87861,-6.3832
0.623561,0.411031,-2.52883
